Continent,Pays,Annee,Superficie du vignoble,Unite
Asie,Yemen,2015,14239,ha
Asie,Yemen,2016,12625,ha
Asie,Yemen,2017,12569,ha
Asie,Yemen,2018,12548,ha
Asie,Yemen,2019,12668,ha
Afrique,Zimbabwe,1995,376,ha
Afrique,Zimbabwe,1996,367,ha
Afrique,Zimbabwe,1997,368,ha
Afrique,Zimbabwe,1998,376,ha
Afrique,Zimbabwe,1999,378,ha
Afrique,Zimbabwe,2000,384,ha
Afrique,Zimbabwe,2001,387,ha
Afrique,Zimbabwe,2002,391,ha
Afrique,Zimbabwe,2003,398,ha
Afrique,Zimbabwe,2004,399,ha
Afrique,Zimbabwe,2005,403,ha
Afrique,Zimbabwe,2006,409,ha
Afrique,Zimbabwe,2007,419,ha
Afrique,Zimbabwe,2008,416,ha
Afrique,Zimbabwe,2009,418,ha
Afrique,Zimbabwe,2010,421,ha
Afrique,Zimbabwe,2011,424,ha
Afrique,Zimbabwe,2012,419,ha
Afrique,Zimbabwe,2013,419,ha
Afrique,Zimbabwe,2014,429,ha
Afrique,Zimbabwe,2015,436,ha
Afrique,Zimbabwe,2016,434,ha
Afrique,Zimbabwe,2017,436,ha
Afrique,Zimbabwe,2018,439,ha
Afrique,Zimbabwe,2019,440,ha
